ward_id,cutoff,this_catHosp,that_catHosp,Period,eta_bayes,eta_lo,eta_hi,lines,formmin,breakmin,mean_intensity
0,1,nurse,ALL,Day,0.6185437269026391,0.5199040565288534,0.7118048514596869,2476,146753.5,76357.16666666667,0.5203089988768014
0,1,other,ALL,Day,0.43959287046576456,0.2447096055376674,0.6284815785558171,1147,23193.333333333332,7769.666666666667,0.3349956884162116
0,1,physician,ALL,Day,0.22583328168065187,0.13075927788626238,0.31871061530255396,2247,158478.5,54681.333333333336,0.3450394427845628
0,1,reeducation staff,ALL,Day,0.832168105952924,0.5154769051585559,1.127075264112331,938,18045.166666666668,7732.666666666667,0.42851733151074617
0,1,student nurse,ALL,Day,0.15167675900126315,-0.001402941471222867,0.288935789566198,1593,22999.5,18000.833333333332,0.7826619419262737
0,1,investigation,ALL,Day,NA,NA,NA,0,0,0,NA
0,1,ALL,ALL,Night,-0.17690387117104495,-0.2530896484687178,-0.10017556983986703,889,372721.3333333333,79817.66666666667,0.21414837179519286
0,1,patient,ALL,Night,-0.45550207963082257,-0.5302630727017441,-0.37995686515678545,834,194177.5,45842.166666666664,0.2360838236493243
0,1,visitor,ALL,Night,-0.3663118220414125,-0.585128118555761,-0.16920524354643363,387,15870.5,13786,0.8686556819255852
0,1,administration,ALL,Night,-0.8429883767722273,-0.9709432897585246,-0.6873840696924932,224,2199.5,1339.8333333333333,0.609153595514132
0,1,aux nurse,ALL,Night,0.33094761422580454,0.1773858671608898,0.47873889363825894,740,45408.833333333336,18499.833333333332,0.40740604801562097
0,1,ext physician,ALL,Night,0.007021778583310621,-0.1877412284119802,0.2021099461858084,323,7011.333333333333,3556.6666666666665,0.5072739374346297
0,1,logistic,ALL,Night,-1.484072338511435,-1.8141614207637617,-1.1575815959986036,107,1220.1666666666667,77.83333333333333,0.06378909984974729
0,1,nurse,ALL,Night,0.2756549044489352,0.16854690583490162,0.37331927535471043,847,65009,26413.833333333332,0.40631040830244014
0,1,other,ALL,Night,-0.6060829315022623,-0.78673293448404,-0.4013644156465228,269,4836,2963.5,0.6127998345740281
0,1,physician,ALL,Night,-0.30164274785076967,-0.4023442332301619,-0.2031375965868874,719,30478.833333333332,9251.666666666666,0.30354398954465667
0,1,reeducation staff,ALL,Night,0.1728144761181794,-0.09685827543988443,0.47439685099412104,59,409.1666666666667,566,1.3832993890020366
0,1,student nurse,ALL,Night,0.9283541289901823,0.7194025615471235,1.1213890977859873,223,4822.833333333333,4337.5,0.8993675916646509
0,1,investigation,ALL,Night,NA,NA,NA,0,0,0,NA
0,1,ALL,patient,All,-0.12365627126729026,-0.16684375268214763,-0.0828708784587053,3378,1342035,153465.83333333334,0.11435307822324556
0,1,patient,patient,All,0.678583169087505,0.620143505294676,0.7348208662132404,913,518397.3333333333,47475.5,0.09158129671448928
0,1,visitor,patient,All,-0.33127657492661083,-0.4634803538919179,-0.20272543002806756,648,51079.666666666664,33756.333333333336,0.6608565704553019
0,1,administration,patient,All,-0.4047380323000848,-0.4778349805395974,-0.3347050109388391,751,56575.166666666664,151.33333333333331,0.002674907424046475
0,1,aux nurse,patient,All,0.6481159209723508,0.5788661879453956,0.7142248841499824,1311,147739,13190.666666666666,0.08928357892409361
0,1,ext physician,patient,All,-0.13375731279954875,-0.22612962519718996,-0.04156691024651389,723,43263.833333333336,4589,0.10607012015424738
0,1,logistic,patient,All,-1.2655409274863152,-1.3482125744033107,-1.1855853436276416,538,23923.166666666668,1284,0.05367182438222364
0,1,nurse,patient,All,0.493673086002945,0.42843143324110267,0.5546858341325065,1485,213686.83333333334,30555.833333333332,0.1429935240121642
0,1,other,patient,All,-0.45086100386279715,-0.5691824564168898,-0.32940770436561323,494,28055.666666666668,2388.3333333333335,0.08512837572920504
0,1,physician,patient,All,-0.25159410222265366,-0.32338984725081255,-0.18226326922181824,1343,192916.66666666666,9401.666666666666,0.048734341252699785
0,1,reeducation staff,patient,All,-0.7149963485110583,-0.8664275506838129,-0.5636291844853047,218,17476,2775,0.15878919661249713
0,1,student nurse,patient,All,0.3805322092051486,0.25762208593764846,0.4854541885544079,486,27580.333333333332,5281.333333333333,0.1914891045551782
0,1,investigation,patient,All,NA,NA,NA,0,0,0,NA
0,1,ALL,patient,Day,0.019744242305607333,-0.04015422646943834,0.07953364062861204,2398,929867.5,101304.66666666667,0.10894527087640624
0,1,patient,patient,Day,0.8477895818936104,0.7543172088114707,0.9318798347621747,564,368788,33066,0.0896612688048418
0,1,visitor,patient,Day,-0.24484092217808148,-0.39491841500229957,-0.09791969270549225,394,32660.833333333332,20010.166666666668,0.6126655270073739
0,1,administration,patient,Day,-0.2288808830049008,-0.31733545133307317,-0.1449269681405559,646,54499,110,0.0020183856584524485
0,1,aux nurse,patient,Day,0.5780934038300223,0.4840012708764557,0.6647635095504627,878,105697.16666666667,10051.833333333334,0.09510031016283943
0,1,ext physician,patient,Day,0.06554452107180692,-0.06256249866259286,0.19563599772501628,518,35296.666666666664,3513.3333333333335,0.09953725564264804
0,1,logistic,patient,Day,-1.3798863175985345,-1.4601363491804111,-1.288815216293306,448,22426.5,1109.5,0.04947272200298754
0,1,nurse,patient,Day,1.0981557234712038,0.9913687326868186,1.191664136795638,963,149614.16666666666,23215.5,0.15516912948305922
0,1,other,patient,Day,-0.15746447034902106,-0.3058260868789302,-0.006605012975322706,356,23849.166666666668,1671.8333333333333,0.07010028302875711
0,1,physician,patient,Day,0.0070829560836907805,-0.12016763260299036,0.11854254254208513,864,156632,7849.166666666667,0.05011215247629263
0,1,reeducation staff,patient,Day,-0.1595682859208167,-0.4605331139826796,0.18308764450823545,182,16999,2429.5,0.14292017177481028
0,1,student nurse,patient,Day,0.9525932269735855,0.7453959091908997,1.1376042616317774,369,22993.166666666668,4212.166666666667,0.18319210780014353
0,1,investigation,patient,Day,NA,NA,NA,0,0,0,NA
0,1,ALL,patient,Night,-0.23787884001130652,-0.31040008194126495,-0.17546467725697723,834,370284.1666666667,45842.166666666664,0.1238026650702951
0,1,patient,patient,Night,0.6432628522372021,0.5254324865881852,0.7552309040385862,305,37376,2847.1666666666665,0.07617633418949771
0,1,visitor,patient,Night,-0.5655028788239282,-0.7920078161029565,-0.3399743888239284,219,11063,7715.666666666667,0.6974298713429149
0,1,administration,patient,Night,-2.9957408027985424,-2.9998622357179303,-2.976609300553542,78,1488.3333333333333,41.33333333333333,0.027771556550951846
0,1,aux nurse,patient,Night,0.7524392533146722,0.6446792782272414,0.8648787358378143,339,22698.5,1218,0.05365993347578034
0,1,ext physician,patient,Night,0.13375490691924705,-0.011144381564635014,0.276767649774467,155,6990.166666666667,841,0.12031186666984572
0,1,logistic,patient,Night,-0.7436001486683165,-0.8398621669195993,-0.6490751896337036,66,1189.5,4,0.003362757461118117
0,1,nurse,patient,Night,0.21729821060698282,0.11828243242028638,0.308151363230652,416,44660.833333333336,5068.666666666667,0.11349243371335808
0,1,other,patient,Night,-0.8823154516216822,-1.20516109015197,-0.408912847084625,117,2394,516.6666666666666,0.21581732108047896
0,1,physician,patient,Night,-0.4738396606419192,-0.5901357784409131,-0.3530332420055974,389,30394.833333333332,1463.5,0.048149630693813096
0,1,reeducation staff,patient,Night,-1.2696038641997371,-1.5833468088207245,-0.8865531237966244,25,229.83333333333334,217.83333333333334,0.9477882523567803
0,1,student nurse,patient,Night,0.26757362106604377,0.01272282287937043,0.5197010378803847,63,531.8333333333334,94.66666666666667,0.1780006267627703
0,1,investigation,patient,Night,NA,NA,NA,0,0,0,NA
1,1,ALL,ALL,All,-0.31030892144650735,-0.5308362061003433,-0.12006264438818605,317,132116.83333333334,53966.5,0.4084755790644896
1,1,patient,ALL,All,0.4901927068601839,0.1863750822686603,0.763162042504606,301,32347.833333333332,21786.666666666668,0.6735123939264351
1,1,visitor,ALL,All,NA,NA,NA,0,0,0,NA
1,1,administration,ALL,All,-1.1367614830125539,-1.2695572082790048,-0.9715498461140597,249,6442.666666666667,2479.3333333333335,0.38483029801324503
1,1,aux nurse,ALL,All,0.5538117135405539,0.23494133153442842,0.8503135410631387,311,18869.5,12865.166666666666,0.6817969032919085
1,1,ext physician,ALL,All,0.5221680822932866,-1.400394259982808,2.292027474037396,27,258,194.83333333333331,0.7551679586563307
1,1,logistic,ALL,All,NA,NA,NA,0,0,0,NA
1,1,nurse,ALL,All,0.33237132296054595,0.026992417836144054,0.5964930830517821,311,32415.166666666668,27673.833333333332,0.8537310209726927
1,1,other,ALL,All,-0.7381921582132065,-0.872549846270973,-0.576246060385306,257,6478.5,4234.166666666667,0.6535720717244219
1,1,physician,ALL,All,-0.7784166214934436,-0.9808072051070564,-0.5874752025429125,305,24723.166666666668,12210,0.493868773552471
1,1,reeducation staff,ALL,All,2.7524213967789413,1.8733185099106016,2.991611901148983,155,3074,2530.1666666666665,0.8230860984602039
1,1,student nurse,ALL,All,0.134689468650236,-0.17466255559361663,0.4520082315583688,310,6237,6338.333333333333,1.0162471273582385
1,1,investigation,ALL,All,NA,NA,NA,0,0,0,NA
1,1,ALL,ALL,Day,0.775584021708057,0.39406599378475804,1.1232524914526674,234,88758.33333333333,36208.666666666664,0.4079466716740212
1,1,patient,ALL,Day,1.3999747169005587,0.9316395782035487,1.8293623021117176,225,19161.333333333332,15020.666666666666,0.7839050866328022
1,1,visitor,ALL,Day,NA,NA,NA,0,0,0,NA
1,1,administration,ALL,Day,2.802113221382184,2.1932640368527174,2.992208241587537,187,5715,1641.8333333333333,0.28728492271799355
1,1,aux nurse,ALL,Day,0.7545423772016713,0.33346224195858476,1.1458470020129903,231,10841.5,7521,0.693723193285062
1,1,ext physician,ALL,Day,0.4821834964772166,-1.3591645031929145,2.302521645274363,27,258,194.83333333333331,0.7551679586563307
1,1,logistic,ALL,Day,NA,NA,NA,0,0,0,NA
1,1,nurse,ALL,Day,0.5144077307800751,0.07490685143870274,0.8865548907828779,230,20982.5,18465.5,0.8800428928869296
1,1,other,ALL,Day,1.2427592950624413,0.586297811229305,1.8577556766021186,205,5241,2630.5,0.5019080328181644
1,1,physician,ALL,Day,2.4680655097099207,1.9514323913533944,2.8998113591332695,222,19721,9486.833333333334,0.48105234690600546
1,1,reeducation staff,ALL,Day,2.7517499273158705,1.9053219330368736,2.989240680087105,155,3074,2530.1666666666665,0.8230860984602039
1,1,student nurse,ALL,Day,0.21212927818402072,-0.2759165314224907,0.6475647823209767,230,2493,2545.8333333333335,1.0211926728172216
1,1,investigation,ALL,Day,NA,NA,NA,0,0,0,NA
1,1,ALL,ALL,Night,-0.6761398525471004,-1.0429065765449805,-0.3443965694426018,76,39690.5,16324.5,0.4112948942442146
1,1,patient,ALL,Night,-0.5838235837816981,-1.3912985787124303,0.06439524500433381,69,12178.5,6207,0.509668678408671
1,1,visitor,ALL,Night,NA,NA,NA,0,0,0,NA
1,1,administration,ALL,Night,-0.6626424768425715,-0.8757174142406116,-0.4066463086222961,55,601.6666666666666,826.1666666666666,1.3731301939058171
1,1,aux nurse,ALL,Night,0.7446764389822158,0.1040951146025363,1.3360339904877254,73,7398,5025.666666666667,0.679327746237722
1,1,ext physician,ALL,Night,NA,NA,NA,0,0,0,NA
1,1,logistic,ALL,Night,NA,NA,NA,0,0,0,NA
1,1,nurse,ALL,Night,0.41370846067701383,-0.11084327344532346,0.8551607646945522,74,10455.666666666666,8447.333333333334,0.8079191506997802
1,1,other,ALL,Night,-0.33195120097241776,-0.570224830152797,-0.06055117291211106,45,1138.5,1599.8333333333333,1.4052115356463182
1,1,physician,ALL,Night,-0.7869666109132689,-0.9954549233463075,-0.5830981225215863,76,4237.166666666667,2297,0.5421075404161586
1,1,reeducation staff,ALL,Night,NA,NA,NA,0,0,0,NA
1,1,student nurse,ALL,Night,0.27272541589419363,-0.3181883920780518,0.7374440842171339,73,3681,3761,1.02173322466721
1,1,investigation,ALL,Night,NA,NA,NA,0,0,0,NA
1,1,ALL,patient,All,0.39373059684630685,0.12585040909334264,0.6262326719628837,301,130152.16666666667,21786.666666666668,0.16739380699258433
1,1,patient,patient,All,2.937132003675392,2.6647822545863757,2.9981469269434737,23,32028.833333333332,1940.6666666666665,0.06059123810316746
1,1,visitor,patient,All,NA,NA,NA,0,0,0,NA
1,1,administration,patient,All,NA,NA,NA,39,6129.666666666667,0,0
1,1,aux nurse,patient,All,0.28888252259968805,-0.1452478618146857,0.6746908794009013,94,18659.5,3081.6666666666665,0.1651526925516046
1,1,ext physician,patient,All,0.15095185970101654,-1.783481327069281,2.0723882800399482,4,253,77.66666666666667,0.30698287220026355
1,1,logistic,patient,All,NA,NA,NA,0,0,0,NA
1,1,nurse,patient,All,0.40125195322575213,0.13135468127056918,0.6184178909682333,131,32023.5,11191.666666666666,0.34948293180528883
1,1,other,patient,All,2.887631875409232,2.4131390717134695,2.9959020607454043,53,6060,746.1666666666666,0.12312981298129812
1,1,physician,patient,All,1.303643194957059,0.5899658149345809,1.9697486561357014,86,24576,1990.5,0.08099365234375
1,1,reeducation staff,patient,All,0.9348476752521261,-0.8760396666885527,2.6156107385749356,18,3052,836.5,0.27408256880733944
1,1,student nurse,patient,All,-0.6870250233905841,-1.403329980561123,-0.2064225781286963,44,6123.666666666667,1827.8333333333333,0.29848674541396764
1,1,investigation,patient,All,NA,NA,NA,0,0,0,NA
1,1,ALL,patient,Day,0.12911810442580438,-1.0651091649829032,1.2873432012822212,225,87365.33333333333,15020.666666666666,0.17192936939136805
1,1,patient,patient,Day,0.8549172206630347,-1.0382744950242915,2.5945360519475478,9,20497.666666666664,1124.5,0.054859902753158905
1,1,visitor,patient,Day,NA,NA,NA,0,0,0,NA
1,1,administration,patient,Day,NA,NA,NA,23,5654,0,0
1,1,aux nurse,patient,Day,-0.05024893298484518,-1.67299505531183,1.6688668925918337,62,12967.666666666666,2297.5,0.17717142636814642
1,1,ext physician,patient,Day,0.25111866595049226,-1.7603843274236657,2.1481496559858773,4,253,77.66666666666667,0.30698287220026355
1,1,logistic,patient,Day,NA,NA,NA,0,0,0,NA
1,1,nurse,patient,Day,0.24792949555047106,-1.2852786593237764,1.6417446755800114,90,21696.5,8335,0.38416334431820803
1,1,other,patient,Day,-0.269200679281288,-1.4833428314476094,0.9933740371965442,38,5640.666666666667,746.1666666666666,0.13228341803569316
1,1,physician,patient,Day,-0.6241585816523889,-2.027825755463512,0.8411217576375797,50,19594,1745.1666666666667,0.08906638086489062
1,1,reeducation staff,patient,Day,0.9360293435915245,-0.9217011361921343,2.5992824158287937,18,3052,836.5,0.27408256880733944
1,1,student nurse,patient,Day,0.09244672771462996,-1.786152202635353,1.9486731397467114,23,2576.1666666666665,835.1666666666666,0.3241896875202174
1,1,investigation,patient,Day,NA,NA,NA,0,0,0,NA
1,1,ALL,patient,Night,0.3961896776924026,0.12228418485665678,0.6364052332182657,69,39118.833333333336,6207,0.1586703761615249
1,1,patient,patient,Night,NA,NA,NA,13,446.16666666666663,0,0
1,1,visitor,patient,Night,NA,NA,NA,0,0,0,NA
1,1,administration,patient,Night,NA,NA,NA,15,370.6666666666667,0,0
1,1,aux nurse,patient,Night,1.4207885657367214,0.7757258331701655,1.9117906992760014,16,511.8333333333333,108.5,0.21198306740475417
1,1,ext physician,patient,Night,NA,NA,NA,0,0,0,NA
1,1,logistic,patient,Night,NA,NA,NA,0,0,0,NA
1,1,nurse,patient,Night,0.27388982550000684,-0.05574073278859707,0.5133399177959078,39,8840,2198.1666666666665,0.24866138763197584
1,1,other,patient,Night,NA,NA,NA,14,301.3333333333333,0,0
1,1,physician,patient,Night,1.4037831346999852,0.6784467536743695,2.1024670497612448,30,4274,240.16666666666669,0.05619248167212604
1,1,reeducation staff,patient,Night,NA,NA,NA,0,0,0,NA
1,1,student nurse,patient,Night,-0.10485890964614282,-0.7614628045734713,0.7082155255871195,13,80.5,50.166666666666664,0.6231884057971014
1,1,investigation,patient,Night,NA,NA,NA,0,0,0,NA
2,1,ALL,ALL,All,-0.18003270613876085,-0.3916484886464911,0.0062510286860419295,219,95081,20750,0.21823497859719607
2,1,patient,ALL,All,-0.24671844607990573,-0.4031628623691812,-0.0970123059487468,208,30132,11163.666666666666,0.37049205717067124
2,1,visitor,ALL,All,1.190006821831325,0.7946851868432745,1.514144869410426,192,13395.166666666666,6540.166666666667,0.48824824874643846
2,1,administration,ALL,All,0.08562175164362797,-0.6728825984272813,0.79513675639001,161,5354,1109.5,0.2072282405677998
2,1,aux nurse,ALL,All,-0.7379681861855576,-1.625530775765441,0.08413208069382146,89,2030,1040.8333333333333,0.5127257799671593
2,1,ext physician,ALL,All,1.8876505752867032,0.3960450055454694,2.9106243075188125,45,636,470.1666666666667,0.7392557651991615
2,1,logistic,ALL,All,2.411552703892321,1.7178145258851165,2.934164427681906,101,1141,461,0.4040315512708151
2,1,nurse,ALL,All,1.5485171798440656,1.1338859443570282,1.9089918953798994,216,20816,7476.833333333333,0.3591868434537535
2,1,other,ALL,All,0.5786786656885108,0.13005831306256455,1.0463920719764686,161,3740,1323.5,0.3538770053475936
2,1,physician,ALL,All,-0.42018117471313776,-0.6883637210189038,-0.1893605134875006,219,14508,3122.6666666666665,0.21523757007627975
2,1,reeducation staff,ALL,All,-0.7223023274091374,-0.8366337729838195,-0.5996947342334696,133,1943.8333333333333,585,0.30095172768584416
2,1,student nurse,ALL,All,2.8596174860075165,2.3553861581067808,2.99590135952239,70,626,189,0.3019169329073482
2,1,investigation,ALL,All,NA,NA,NA,0,0,0,NA
2,1,ALL,ALL,Day,0.5567370332908368,0.029332448612091926,1.0498338677548709,148,62793.833333333336,14601,0.2325228326560729
2,1,patient,ALL,Day,1.8749852531682556,1.3292946579865321,2.386771918016348,137,15736.333333333334,6947.166666666667,0.4414730242114851
2,1,visitor,ALL,Day,2.9326879691690984,2.632857830938796,2.9969403378773,130,9007.166666666666,4473.166666666667,0.49662305941565055
2,1,administration,ALL,Day,-1.0778111768982988,-1.9361008467134755,-0.31308303899603085,121,4946,1048.5,0.21198948645369997
2,1,aux nurse,ALL,Day,-0.5829261501508167,-1.5026014747138212,0.23334025017993415,74,1789,1031.3333333333333,0.5764859325507732
2,1,ext physician,ALL,Day,1.8670099319356726,0.3313843214839829,2.895838894561585,45,636,470.1666666666667,0.7392557651991615
2,1,logistic,ALL,Day,2.399244234357529,1.7120623930007781,2.9310054046770984,101,1141,461,0.4040315512708151
2,1,nurse,ALL,Day,0.702544747194812,0.19961565910935158,1.1570547302531438,148,12636,4500,0.3561253561253561
2,1,other,ALL,Day,-1.2799606988652958,-2.015643087958512,-0.5347614904202908,116,2112,914.5,0.4330018939393939
2,1,physician,ALL,Day,-1.050541632474232,-1.557800384568191,-0.5997836244252321,148,11786.333333333334,2508.3333333333335,0.21281710455612432
2,1,reeducation staff,ALL,Day,-1.096965079432122,-2.615532740794413,0.607743373498842,97,1719,198,0.11518324607329843
2,1,student nurse,ALL,Day,-1.153890510016164,-2.653132726992181,0.49832112303538884,45,526,177.5,0.33745247148288976
2,1,investigation,ALL,Day,NA,NA,NA,0,0,0,NA
2,1,ALL,ALL,Night,-0.34337195710441587,-0.5884265231724171,-0.11987987907684713,61,28698.166666666668,4720.333333333333,0.16448205169900515
2,1,patient,ALL,Night,-0.5405330593641824,-0.7305463158989449,-0.3648182393373735,61,13450.666666666666,3206.166666666667,0.23836488897700242
2,1,visitor,ALL,Night,0.6565793539136254,-0.00474082961854719,1.2403520266824317,52,3253,1105.3333333333333,0.3397889127984424
2,1,administration,ALL,Night,2.5104538180623237,1.1212649086995756,2.978846809377726,30,239,9.166666666666668,0.038354253835425386
2,1,aux nurse,ALL,Night,0.35484381763027206,-1.5764564660586953,2.2827550139877952,5,52,9.5,0.18269230769230768
2,1,ext physician,ALL,Night,NA,NA,NA,0,0,0,NA
2,1,logistic,ALL,Night,NA,NA,NA,0,0,0,NA
2,1,nurse,ALL,Night,2.9273905846637724,2.6224770398185084,2.997408457007738,58,7550,2592.6666666666665,0.34339955849889625
2,1,other,ALL,Night,-0.6708982686204052,-1.5231999191997565,0.3069855461640201,35,1565,355.3333333333333,0.2270500532481363
2,1,physician,ALL,Night,-0.39106788206351695,-0.7528174367461257,-0.10624181614455297,61,2263.6666666666665,496,0.21911353261669858
2,1,reeducation staff,ALL,Night,0.19813369973436296,-0.12954313076170684,0.619978210114912,25,164.83333333333334,287.8333333333333,1.7462082912032353
2,1,student nurse,ALL,Night,2.3800013094503845,0.7728284151704758,2.9739599793564655,14,40,0.5,0.0125
2,1,investigation,ALL,Night,NA,NA,NA,0,0,0,NA
2,1,ALL,patient,All,-0.45061153480947025,-0.6513373051223925,-0.24879701341926586,208,93801,11163.666666666666,0.11901436729530246
2,1,patient,patient,All,-0.14786592482067834,-0.6346665333303005,0.2485119992739594,30,30132,1884.3333333333333,0.06253595291827072
2,1,visitor,patient,All,0.3351368578853856,-0.15657864984478248,0.7506049729629093,80,13371.166666666666,3823,0.28591371982001074
2,1,administration,patient,All,2.5339950714966655,1.4296558513208577,2.9776139588744917,35,5307,44.5,0.008385151686451856
2,1,aux nurse,patient,All,1.0436490706621724,-0.26707950410058456,2.1154049023103485,21,1966,40.166666666666664,0.02043065445913869
2,1,ext physician,patient,All,2.061400862743164,0.23992009178205792,2.9455019405245206,9,636,108.33333333333333,0.17033542976939203
2,1,logistic,patient,All,2.8643240830119043,2.341524232647755,2.9955696952704085,25,1109,50.833333333333336,0.04583709047189661
2,1,nurse,patient,All,2.156346983652522,1.7631631074930065,2.4959443958877214,70,20426,3680.166666666667,0.18017069747707173
2,1,other,patient,All,2.2426365392526755,1.3373815062713543,2.901293211794213,43,3708,371.5,0.10018878101402373
2,1,physician,patient,All,-0.8013255778997389,-1.1240499356478684,-0.5278242857625405,71,14165,617.5,0.04359336392516767
2,1,reeducation staff,patient,All,-0.7955655160616574,-1.0367437816301652,-0.5380307481138661,29,1935.8333333333333,482.8333333333333,0.24941885492897115
2,1,student nurse,patient,All,2.540757304281869,1.2735048852734736,2.9806126535456317,11,452,11.166666666666666,0.024705014749262535
2,1,investigation,patient,All,NA,NA,NA,0,0,0,NA
2,1,ALL,patient,Day,0.9751140864103078,0.23880604671487382,1.5879852330165327,137,61513.833333333336,6947.166666666667,0.1129366565244132
2,1,patient,patient,Day,0.17727762994807217,-0.9658932397051962,1.1532685961691724,18,12897.333333333334,1195.8333333333333,0.09271942520417656
2,1,visitor,patient,Day,-0.33028962998117717,-1.6317219115772355,0.8657605530613514,46,8805.166666666666,2556.6666666666665,0.29035982661694837
2,1,administration,patient,Day,2.124706367095243,0.8424038644995586,2.940247437448273,26,5067,44.5,0.008782316952832051
2,1,aux nurse,patient,Day,1.2620687344106465,0.0958451028594887,2.2856268837792655,18,1923,40.166666666666664,0.020887502166753336
2,1,ext physician,patient,Day,2.0902430168439747,0.2609810064062231,2.949729185882214,9,636,108.33333333333333,0.17033542976939203
2,1,logistic,patient,Day,2.869417415094081,2.302231846029961,2.996013118095594,25,1109,50.833333333333336,0.04583709047189661
2,1,nurse,patient,Day,0.6357111941016853,-0.49483748652437515,1.4463349879959113,38,13189,2207.5,0.16737432709075745
2,1,other,patient,Day,1.7855054495155764,0.7720839699992698,2.669440444292488,32,2163,154.5,0.07142857142857142
2,1,physician,patient,Day,2.468510884793025,1.4786522253225602,2.966348900291142,47,11394.333333333334,373,0.03273557031272855
2,1,reeducation staff,patient,Day,0.8623579057337504,-0.8461551996008132,2.42688100911225,18,1724,137.33333333333331,0.0796597061098221
2,1,student nurse,patient,Day,-0.7642663550302327,-2.432113716993201,0.9832636716548193,3,365,11.166666666666666,0.03059360730593607
2,1,investigation,patient,Day,NA,NA,NA,0,0,0,NA
2,1,ALL,patient,Night,-0.5699087955608741,-0.8026012454314918,-0.35328257198944457,61,28698.166666666668,3206.166666666667,0.11172026087613031
2,1,patient,patient,Night,-2.7698074188614514,-2.9883839042215405,-1.9936585540460428,11,1122.6666666666667,52.5,0.04676365795724465
2,1,visitor,patient,Night,0.055416455919080225,-0.4569612540540957,0.4647220922661629,28,3431,551.5,0.16074030894782862
2,1,administration,patient,Night,NA,NA,NA,6,144,0,0
2,1,aux nurse,patient,Night,NA,NA,NA,0,0,0,NA
2,1,ext physician,patient,Night,NA,NA,NA,0,0,0,NA
2,1,logistic,patient,Night,NA,NA,NA,0,0,0,NA
2,1,nurse,patient,Night,2.9292367273415465,2.640748418284081,2.9971190914706947,20,6517,1220,0.18720270062912384
2,1,other,patient,Night,1.0547647321597657,-0.949174176910639,2.714544743253715,6,80,17.166666666666668,0.21458333333333335
2,1,physician,patient,Night,-2.5394148527456273,-2.7983519959418395,-2.1955570510013893,20,2237.6666666666665,236.33333333333331,0.10561596901534336
2,1,reeducation staff,patient,Night,0.4424924809331765,-0.34444108044335353,1.3952030110230136,7,140.83333333333334,217.83333333333334,1.5467455621301776
2,1,student nurse,patient,Night,NA,NA,NA,4,16,0,0
2,1,investigation,patient,Night,NA,NA,NA,0,0,0,NA
